date,groundtruth
10/04/2009,11.69064748
10/11/2009,15.00818628
10/18/2009,12.16360043
10/25/2009,9.673560075
11/01/2009,7.6865671639999995
11/08/2009,5.424769703
11/15/2009,4.043486553
11/22/2009,5.761663856
11/29/2009,3.677085074
12/06/2009,3.1576503369999998
12/13/2009,2.4512884980000003
12/20/2009,2.5337282
12/27/2009,2.831109665
01/03/2010,2.289896128
01/10/2010,2.439508132
01/17/2010,2.5463876830000003
01/24/2010,2.272727273
01/31/2010,2.529550827
02/07/2010,2.286087524
02/14/2010,2.7145026580000002
02/21/2010,1.878557875
02/28/2010,3.0157261789999996
03/07/2010,2.5295109609999997
03/14/2010,2.386533134
03/21/2010,2.297220647
03/28/2010,2.249357326
04/04/2010,1.045296167
04/11/2010,0.8060904609999999
04/18/2010,0.321355536
04/25/2010,0.39192041
05/02/2010,1.522140221
05/09/2010,0.332778702
05/16/2010,1.325966851
05/23/2010,0.656716418
05/30/2010,1.242236025
06/06/2010,0.673400673
06/13/2010,0.7131537240000001
06/20/2010,0.697674419
06/27/2010,0.132802125
07/04/2010,0.440140845
07/11/2010,0.37664783399999996
07/18/2010,0.08438818599999999
07/25/2010,0.692307692
08/01/2010,0.6225680929999999
08/08/2010,0.224047797
08/15/2010,0.502512563
08/22/2010,0.7323568579999999
08/29/2010,1.56143924
09/05/2010,1.0582010579999999
09/12/2010,1.236917222
09/19/2010,1.004759387
09/26/2010,0.9090909090000001
10/03/2010,0.6960556840000001
10/10/2010,0.674157303
10/17/2010,0.514216576
10/24/2010,0.413650465
10/31/2010,1.0902830909999999
11/07/2010,1.197357556
11/14/2010,1.5546218490000001
11/21/2010,2.025993884
11/28/2010,1.392945406
12/05/2010,1.020644862
12/12/2010,2.105512184
12/19/2010,3.61163227
12/26/2010,2.577101817
01/02/2011,3.3673751039999997
01/09/2011,4.846715328
01/16/2011,6.776694174
01/23/2011,7.29688521
01/30/2011,6.4883822879999995
02/06/2011,8.08052169
02/13/2011,8.18853605
02/20/2011,6.034290803999999
02/27/2011,6.935374916000001
03/06/2011,2.610153257
03/13/2011,3.2691333
03/20/2011,2.313624679
03/27/2011,1.6632548619999998
04/03/2011,0.8509064000000001
04/10/2011,0.43875685600000003
04/17/2011,0.6756756759999999
04/24/2011,0.45575389299999997
05/01/2011,0.6303466910000001
05/08/2011,0.711743772
05/15/2011,0.520381613
05/22/2011,1.03626943
05/29/2011,0.939306358
06/05/2011,0.686641698
06/12/2011,0.926998841
06/19/2011,0.39318479700000003
06/26/2011,0.432900433
07/03/2011,0.260416667
07/10/2011,0.260416667
07/17/2011,0.0
07/24/2011,0.127064803
07/31/2011,0.0
08/07/2011,0.753012048
08/14/2011,0.380228137
08/21/2011,0.576368876
08/28/2011,0.663507109
09/04/2011,0.914285714
09/11/2011,1.09670987
09/18/2011,0.827205882
09/25/2011,0.49800796799999997
10/02/2011,0.7533482140000001
10/09/2011,0.866405813
10/16/2011,1.303317536
10/23/2011,1.000682283
10/30/2011,1.2713630679999999
11/06/2011,1.37661804
11/13/2011,1.302358325
11/20/2011,1.606837607
11/27/2011,1.875901876
12/04/2011,1.566838556
12/11/2011,1.4353085909999999
12/18/2011,1.9425226180000001
12/25/2011,1.813710421
01/01/2012,1.756851722
01/08/2012,1.831874618
01/15/2012,1.8423137880000002
01/22/2012,2.126892574
01/29/2012,1.378822698
02/05/2012,2.498632136
02/12/2012,2.2189073280000002
02/19/2012,2.595870206
02/26/2012,3.323875152
03/04/2012,4.702832808999999
03/11/2012,6.044362292000001
03/18/2012,3.768763973
03/25/2012,1.875868458
04/01/2012,1.4457831330000002
04/08/2012,1.104349786
04/15/2012,0.7559958290000001
04/22/2012,0.808368997
04/29/2012,0.7448789570000001
05/06/2012,1.1494252870000001
05/13/2012,1.056218058
05/20/2012,0.505689001
05/27/2012,0.590966653
06/03/2012,0.073313783
06/10/2012,0.0
06/17/2012,0.160685592
06/24/2012,0.19973368800000002
07/01/2012,0.0
07/08/2012,0.0
07/15/2012,0.0
07/22/2012,0.212916962
07/29/2012,0.806451613
08/05/2012,0.43103448299999997
08/12/2012,0.0
08/19/2012,0.0
08/26/2012,0.0
09/02/2012,0.0
09/09/2012,0.0
09/16/2012,0.0
09/23/2012,0.43103448299999997
09/30/2012,0.471698113
10/07/2012,0.580954787
10/14/2012,0.6497341999999999
10/21/2012,0.946049604
10/28/2012,0.336177916
11/04/2012,0.522689475
11/11/2012,0.558987938
11/18/2012,1.093066833
11/25/2012,1.450127376
12/02/2012,1.7449415259999999
12/09/2012,2.8536977489999997
12/16/2012,5.522848332000001
12/23/2012,5.859204198
12/30/2012,4.891994917
01/06/2013,5.771812081
01/13/2013,5.903687286
01/20/2013,4.932735426
01/27/2013,3.9411324519999997
02/03/2013,2.828722412
02/10/2013,2.082176569
02/17/2013,1.347305389
02/24/2013,1.4697236919999999
03/03/2013,1.788908766
03/10/2013,1.411359725
03/17/2013,1.341107872
03/24/2013,0.930898675
03/31/2013,0.39824771
04/07/2013,0.518378888
04/14/2013,0.270513977
04/21/2013,0.533175355
04/28/2013,0.265957447
05/05/2013,0.118906064
05/12/2013,0.21482277100000002
05/19/2013,0.08583691
05/26/2013,0.08896797199999999
06/02/2013,0.0
06/09/2013,0.0
06/16/2013,0.176522507
06/23/2013,0.49937578
06/30/2013,0.0
07/07/2013,0.0
07/14/2013,0.20366598800000002
07/21/2013,0.0
07/28/2013,0.091575092
08/04/2013,0.102564103
08/11/2013,0.08658008699999999
08/18/2013,0.067204301
08/25/2013,0.057636888
09/01/2013,0.123152709
09/08/2013,0.22087244600000003
09/15/2013,0.715137068
09/22/2013,0.0
09/29/2013,1.179624665
10/06/2013,1.5835141000000001
10/13/2013,1.67325122
10/20/2013,1.381064874
10/27/2013,2.3782300480000003
11/03/2013,1.9660411080000002
11/10/2013,1.7610343290000001
11/17/2013,2.062089282
11/24/2013,2.9002320189999997
12/01/2013,2.797392721
12/08/2013,1.838610827
12/15/2013,3.5453010689999997
12/22/2013,7.823129252
12/29/2013,8.090349076
01/05/2014,6.71368861
01/12/2014,6.18
01/19/2014,6.455266138
01/26/2014,7.054945055
02/02/2014,5.306122449
02/09/2014,4.129168872
02/16/2014,2.9094557310000004
02/23/2014,2.2477783590000002
03/02/2014,2.3039889959999997
03/09/2014,1.6938898969999998
03/16/2014,1.162147205
03/23/2014,0.8176614879999999
03/30/2014,0.7861635220000001
04/06/2014,0.945626478
04/13/2014,0.6722024520000001
04/20/2014,1.1397214009999999
04/27/2014,1.080319399
05/04/2014,0.787401575
05/11/2014,1.576576577
05/18/2014,0.6276150629999999
05/25/2014,0.602006689
06/01/2014,0.134048257
06/08/2014,0.370141888
06/15/2014,0.154559505
06/22/2014,0.15128593
06/29/2014,0.17857142899999998
07/06/2014,0.42735042700000003
07/13/2014,0.255427842
07/20/2014,0.139275766
07/27/2014,0.0
08/03/2014,0.294985251
08/10/2014,0.125313283
08/17/2014,0.0
08/24/2014,0.144822592
08/31/2014,0.242522231
